"Project_name","SiteID","sys_sample_code","chemical_name","sample_date","cas_rn","fraction","result_value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","qaqc_date"
"Chlorophyll pull 2020-02-18","13-PATS-0.5","13-PATS-0.5-08152019-W","Silver",2019-08-15 10:15:00,"7440-22-4","T",NA,"ug/l",0.15,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-0.5","13-PATS-0.5-08152019-W","TURBIDITY",2019-08-15 10:15:00,"TURB","T",6.61,"ntu",0.06,"ntu",0.1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-0.5","13-PATS-0.5-08152019-W","Zinc",2019-08-15 10:15:00,"7440-66-6","T",NA,"ug/l",2.5,"ug/l",5,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-07092019-W","ALKALINITY, TOTAL (AS CaCO3)",2019-07-09 10:45:00,"ALK","T",193,"mg/l",1.8,"mg/l",2,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-07092019-W","Aluminum",2019-07-09 10:45:00,"7429-90-5","T",81.4,"ug/l",2.3,"ug/l",10,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-07092019-W","Arsenic",2019-07-09 10:45:00,"7440-38-2","T",1.1,"ug/l",0.32,"ug/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-07092019-W","Cadmium",2019-07-09 10:45:00,"7440-43-9","T",NA,"ug/l",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-07092019-W","Calcium",2019-07-09 10:45:00,"7440-70-2","T",86500,"ug/l",110,"ug/l",1000,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-07092019-W","CHLORIDE (AS CL)",2019-07-09 10:45:00,"16887-00-6","T",274,"mg/l",1.7,"mg/l",8,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-07092019-W","Chlorophyll A",2019-07-09 10:45:00,"479-61-8","T",12.1,"ug/l",NA,"ug/l",0.55,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-07092019-W","Copper",2019-07-09 10:45:00,"7440-50-8","T",3.7,"ug/l",0.66,"ug/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-07092019-W","HARDNESS (AS CACO3)",2019-07-09 10:45:00,"HARD","T",278,"mg/l",NA,"mg/l",6.62,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-07092019-W","Iron",2019-07-09 10:45:00,"7439-89-6","T",472,"ug/l",13,"ug/l",100,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-07092019-W","Lead",2019-07-09 10:45:00,"7439-92-1","T",1.5,"ug/l",0.57,"ug/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-07092019-W","Magnesium",2019-07-09 10:45:00,"7439-95-4","T",15100,"ug/l",68,"ug/l",1000,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-07092019-W","Nickel",2019-07-09 10:45:00,"7440-02-0","T",2,"ug/l",0.26,"ug/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-07092019-W","Nitrate+Nitrite as Nitrogen",2019-07-09 10:45:00,"NO3NO2N","T",0.501,"mg/l",0.0015,"mg/l",0.002,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-07092019-W","Nitrogen",2019-07-09 10:45:00,"KN","T",0.5,"mg/l",NA,"mg/l",0.1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-07092019-W","Nitrogen, ammonia (As N)",2019-07-09 10:45:00,"7664-41-7","T",0.0055,"mg/l",0.0036,"mg/l",0.005,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-07092019-W","NITROGEN, KJELDAHL, TOTAL",2019-07-09 10:45:00,"KN","T",0.45,"mg/l",0.1,"mg/l",0.1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-07092019-W","NITROGEN, NITRATE (AS N)",2019-07-09 10:45:00,"14797-55-8","T",0.487,"mg/l",NA,"mg/l",0.01,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-07092019-W","NITROGEN, NITRITE",2019-07-09 10:45:00,"14797-65-0","T",0.014,"mg/l",0.007,"mg/l",0.01,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-07092019-W","PHOSPHORUS, TOTAL (AS P)",2019-07-09 10:45:00,"7723-14-0","T",0.0366,"mg/l",0.0036,"mg/l",0.005,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-07092019-W","Silver",2019-07-09 10:45:00,"7440-22-4","T",NA,"ug/l",0.15,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-07092019-W","TURBIDITY",2019-07-09 10:45:00,"TURB","T",5.59,"ntu",0.06,"ntu",0.1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-07092019-W","Zinc",2019-07-09 10:45:00,"7440-66-6","T",3.4,"ug/l",2.5,"ug/l",5,"J","J","estimated value due to lab error",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-081519-W","ALKALINITY, TOTAL (AS CaCO3)",2019-08-15 13:45:00,"ALK","T",203,"mg/l",1.8,"mg/l",2,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-081519-W","Aluminum",2019-08-15 13:45:00,"7429-90-5","T",54.5,"ug/l",2.3,"ug/l",10,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-081519-W","Arsenic",2019-08-15 13:45:00,"7440-38-2","T",1.1,"ug/l",0.32,"ug/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-081519-W","Cadmium",2019-08-15 13:45:00,"7440-43-9","T",NA,"ug/l",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-081519-W","Calcium",2019-08-15 13:45:00,"7440-70-2","T",95700,"ug/l",110,"ug/l",1000,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-081519-W","CHLORIDE (AS CL)",2019-08-15 13:45:00,"16887-00-6","T",295,"mg/l",5,"mg/l",20,"","R","Accuracy error",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-081519-W","Chlorophyll A",2019-08-15 13:45:00,"479-61-8","T",3.8,"ug/l",NA,"ug/l",0.18,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-081519-W","Copper",2019-08-15 13:45:00,"7440-50-8","T",2.7,"ug/l",0.66,"ug/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-081519-W","HARDNESS (AS CACO3)",2019-08-15 13:45:00,"HARD","T",313,"mg/l",NA,"mg/l",6.62,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-081519-W","Iron",2019-08-15 13:45:00,"7439-89-6","T",520,"ug/l",13,"ug/l",100,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-081519-W","Lead",2019-08-15 13:45:00,"7439-92-1","T",0.57,"ug/l",0.57,"ug/l",1,"J","J","estimated value due to lab error",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-081519-W","Nickel",2019-08-15 13:45:00,"7440-02-0","T",1.7,"ug/l",0.26,"ug/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-081519-W","Nitrate+Nitrite as Nitrogen",2019-08-15 13:45:00,"NO3NO2N","T",0.48,"mg/l",0.0015,"mg/l",0.002,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-081519-W","Nitrogen",2019-08-15 13:45:00,"7727-37-9","T",0.48,"mg/l",NA,"mg/l",0.1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-081519-W","Nitrogen, ammonia (As N)",2019-08-15 13:45:00,"7664-41-7","T",0.033,"mg/l",0.003,"mg/l",0.01,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-081519-W","NITROGEN, KJELDAHL, TOTAL",2019-08-15 13:45:00,"KN","T",0.32,"mg/l",0.1,"mg/l",0.1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-081519-W","NITROGEN, NITRATE (AS N)",2019-08-15 13:45:00,"14797-55-8","T",0.48,"mg/l",NA,"mg/l",0.01,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-081519-W","NITROGEN, NITRITE",2019-08-15 13:45:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-081519-W","PHOSPHORUS, TOTAL (AS P)",2019-08-15 13:45:00,"7723-14-0","T",0.0346,"mg/l",0.0036,"mg/l",0.005,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-081519-W","Silver",2019-08-15 13:45:00,"7440-22-4","T",NA,"ug/l",0.15,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-081519-W","TURBIDITY",2019-08-15 13:45:00,"TURB","T",6.65,"ntu",0.06,"ntu",0.1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.3","13-PATS-1.3-081519-W","Zinc",2019-08-15 13:45:00,"7440-66-6","T",2.7,"ug/l",2.5,"ug/l",5,"J","J","estimated value due to lab error",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.5","13-PATS-1.5-08152019-W","ALKALINITY, TOTAL (AS CaCO3)",2019-08-15 14:30:00,"ALK","T",200,"mg/l",1.8,"mg/l",2,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.5","13-PATS-1.5-08152019-W","Aluminum",2019-08-15 14:30:00,"7429-90-5","T",59.1,"ug/l",2.3,"ug/l",10,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.5","13-PATS-1.5-08152019-W","Arsenic",2019-08-15 14:30:00,"7440-38-2","T",1.5,"ug/l",0.32,"ug/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.5","13-PATS-1.5-08152019-W","Cadmium",2019-08-15 14:30:00,"7440-43-9","T",NA,"ug/l",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.5","13-PATS-1.5-08152019-W","Calcium",2019-08-15 14:30:00,"7440-70-2","T",98700,"ug/l",110,"ug/l",1000,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.5","13-PATS-1.5-08152019-W","CHLORIDE (AS CL)",2019-08-15 14:30:00,"16887-00-6","T",300,"mg/l",5,"mg/l",20,"","R","Accuracy error",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.5","13-PATS-1.5-08152019-W","Chlorophyll A",2019-08-15 14:30:00,"479-61-8","T",3.05,"ug/l",NA,"ug/l",0.15,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.5","13-PATS-1.5-08152019-W","Copper",2019-08-15 14:30:00,"7440-50-8","T",2.8,"ug/l",0.66,"ug/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.5","13-PATS-1.5-08152019-W","HARDNESS (AS CACO3)",2019-08-15 14:30:00,"HARD","T",321,"mg/l",NA,"mg/l",6.62,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.5","13-PATS-1.5-08152019-W","Iron",2019-08-15 14:30:00,"7439-89-6","T",562,"ug/l",13,"ug/l",100,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.5","13-PATS-1.5-08152019-W","Lead",2019-08-15 14:30:00,"7439-92-1","T",0.59,"ug/l",0.57,"ug/l",1,"J","J","estimated value due to lab error",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.5","13-PATS-1.5-08152019-W","Nickel",2019-08-15 14:30:00,"7440-02-0","T",1.7,"ug/l",0.26,"ug/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.5","13-PATS-1.5-08152019-W","Nitrate+Nitrite as Nitrogen",2019-08-15 14:30:00,"NO3NO2N","T",0.483,"mg/l",0.0015,"mg/l",0.002,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.5","13-PATS-1.5-08152019-W","Nitrogen",2019-08-15 14:30:00,"7727-37-9","T",0.48,"mg/l",NA,"mg/l",0.1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.5","13-PATS-1.5-08152019-W","Nitrogen, ammonia (As N)",2019-08-15 14:30:00,"7664-41-7","T",0.044,"mg/l",0.003,"mg/l",0.01,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.5","13-PATS-1.5-08152019-W","NITROGEN, KJELDAHL, TOTAL",2019-08-15 14:30:00,"KN","T",0.3,"mg/l",0.1,"mg/l",0.1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.5","13-PATS-1.5-08152019-W","NITROGEN, NITRATE (AS N)",2019-08-15 14:30:00,"14797-55-8","T",0.483,"mg/l",NA,"mg/l",0.01,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.5","13-PATS-1.5-08152019-W","NITROGEN, NITRITE",2019-08-15 14:30:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.5","13-PATS-1.5-08152019-W","PHOSPHORUS, TOTAL (AS P)",2019-08-15 14:30:00,"7723-14-0","T",0.0358,"mg/l",0.0036,"mg/l",0.005,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.5","13-PATS-1.5-08152019-W","Silver",2019-08-15 14:30:00,"7440-22-4","T",NA,"ug/l",0.15,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.5","13-PATS-1.5-08152019-W","TURBIDITY",2019-08-15 14:30:00,"TURB","T",5.48,"ntu",0.06,"ntu",0.1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.5","13-PATS-1.5-08152019-W","Zinc",2019-08-15 14:30:00,"7440-66-6","T",3.1,"ug/l",2.5,"ug/l",5,"J","J","estimated value due to lab error",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.7","13-PATS-1.7-08152019-W","ALKALINITY, TOTAL (AS CaCO3)",2019-08-15 11:15:00,"ALK","T",198,"mg/l",1.8,"mg/l",2,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.7","13-PATS-1.7-08152019-W","Aluminum",2019-08-15 11:15:00,"7429-90-5","T",61.9,"ug/l",2.3,"ug/l",10,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.7","13-PATS-1.7-08152019-W","Arsenic",2019-08-15 11:15:00,"7440-38-2","T",1.5,"ug/l",0.32,"ug/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.7","13-PATS-1.7-08152019-W","Cadmium",2019-08-15 11:15:00,"7440-43-9","T",NA,"ug/l",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.7","13-PATS-1.7-08152019-W","Calcium",2019-08-15 11:15:00,"7440-70-2","T",95800,"ug/l",110,"ug/l",1000,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.7","13-PATS-1.7-08152019-W","CHLORIDE (AS CL)",2019-08-15 11:15:00,"16887-00-6","T",306,"mg/l",5,"mg/l",20,"","R","Accuracy error",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.7","13-PATS-1.7-08152019-W","Chlorophyll A",2019-08-15 11:15:00,"479-61-8","T",3.76,"ug/l",NA,"ug/l",0.17,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.7","13-PATS-1.7-08152019-W","Copper",2019-08-15 11:15:00,"7440-50-8","T",2.7,"ug/l",0.66,"ug/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.7","13-PATS-1.7-08152019-W","HARDNESS (AS CACO3)",2019-08-15 11:15:00,"HARD","T",311,"mg/l",NA,"mg/l",6.62,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.7","13-PATS-1.7-08152019-W","Iron",2019-08-15 11:15:00,"7439-89-6","T",727,"ug/l",13,"ug/l",100,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.7","13-PATS-1.7-08152019-W","Lead",2019-08-15 11:15:00,"7439-92-1","T",0.97,"ug/l",0.57,"ug/l",1,"J","J","estimated value due to lab error",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.7","13-PATS-1.7-08152019-W","Nickel",2019-08-15 11:15:00,"7440-02-0","T",1.8,"ug/l",0.26,"ug/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.7","13-PATS-1.7-08152019-W","Nitrate+Nitrite as Nitrogen",2019-08-15 11:15:00,"NO3NO2N","T",0.507,"mg/l",0.0015,"mg/l",0.002,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.7","13-PATS-1.7-08152019-W","Nitrogen",2019-08-15 11:15:00,"7727-37-9","T",0.51,"mg/l",NA,"mg/l",0.1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.7","13-PATS-1.7-08152019-W","Nitrogen, ammonia (As N)",2019-08-15 11:15:00,"7664-41-7","T",0.078,"mg/l",0.003,"mg/l",0.01,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.7","13-PATS-1.7-08152019-W","NITROGEN, KJELDAHL, TOTAL",2019-08-15 11:15:00,"KN","T",0.35,"mg/l",0.1,"mg/l",0.1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.7","13-PATS-1.7-08152019-W","NITROGEN, NITRATE (AS N)",2019-08-15 11:15:00,"14797-55-8","T",0.507,"mg/l",NA,"mg/l",0.01,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.7","13-PATS-1.7-08152019-W","NITROGEN, NITRITE",2019-08-15 11:15:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.7","13-PATS-1.7-08152019-W","PHOSPHORUS, TOTAL (AS P)",2019-08-15 11:15:00,"7723-14-0","T",0.0489,"mg/l",0.0036,"mg/l",0.005,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.7","13-PATS-1.7-08152019-W","Silver",2019-08-15 11:15:00,"7440-22-4","T",NA,"ug/l",0.15,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.7","13-PATS-1.7-08152019-W","TURBIDITY",2019-08-15 11:15:00,"TURB","T",8.5,"ntu",0.06,"ntu",0.1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.7","13-PATS-1.7-08152019-W","Zinc",2019-08-15 11:15:00,"7440-66-6","T",4.4,"ug/l",2.5,"ug/l",5,"J","J","estimated value due to lab error",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.8","13-PATS-1.8-07092019-W","ALKALINITY, TOTAL (AS CaCO3)",2019-07-09 12:00:00,"ALK","T",201,"mg/l",1.8,"mg/l",2,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.8","13-PATS-1.8-07092019-W","Aluminum",2019-07-09 12:00:00,"7429-90-5","T",75.9,"ug/l",2.3,"ug/l",10,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.8","13-PATS-1.8-07092019-W","Arsenic",2019-07-09 12:00:00,"7440-38-2","T",1.2,"ug/l",0.32,"ug/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.8","13-PATS-1.8-07092019-W","Cadmium",2019-07-09 12:00:00,"7440-43-9","T",NA,"ug/l",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.8","13-PATS-1.8-07092019-W","Calcium",2019-07-09 12:00:00,"7440-70-2","T",91300,"ug/l",110,"ug/l",1000,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.8","13-PATS-1.8-07092019-W","CHLORIDE (AS CL)",2019-07-09 12:00:00,"16887-00-6","T",290,"mg/l",1.7,"mg/l",8,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.8","13-PATS-1.8-07092019-W","Chlorophyll A",2019-07-09 12:00:00,"479-61-8","T",2.08,"ug/l",NA,"ug/l",0.18,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.8","13-PATS-1.8-07092019-W","Copper",2019-07-09 12:00:00,"7440-50-8","T",3.4,"ug/l",0.66,"ug/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.8","13-PATS-1.8-07092019-W","HARDNESS (AS CACO3)",2019-07-09 12:00:00,"HARD","T",293,"mg/l",NA,"mg/l",6.62,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.8","13-PATS-1.8-07092019-W","Iron",2019-07-09 12:00:00,"7439-89-6","T",662,"ug/l",13,"ug/l",100,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.8","13-PATS-1.8-07092019-W","Lead",2019-07-09 12:00:00,"7439-92-1","T",1.5,"ug/l",0.57,"ug/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.8","13-PATS-1.8-07092019-W","Magnesium",2019-07-09 12:00:00,"7439-95-4","T",15800,"ug/l",68,"ug/l",1000,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.8","13-PATS-1.8-07092019-W","Nickel",2019-07-09 12:00:00,"7440-02-0","T",2,"ug/l",0.26,"ug/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.8","13-PATS-1.8-07092019-W","Nitrate+Nitrite as Nitrogen",2019-07-09 12:00:00,"NO3NO2N","T",0.583,"mg/l",0.0015,"mg/l",0.002,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.8","13-PATS-1.8-07092019-W","Nitrogen",2019-07-09 12:00:00,"KN","T",0.58,"mg/l",NA,"mg/l",0.1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.8","13-PATS-1.8-07092019-W","Nitrogen, ammonia (As N)",2019-07-09 12:00:00,"7664-41-7","T",0.009,"mg/l",0.0036,"mg/l",0.005,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.8","13-PATS-1.8-07092019-W","NITROGEN, KJELDAHL, TOTAL",2019-07-09 12:00:00,"KN","T",0.39,"mg/l",0.1,"mg/l",0.1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.8","13-PATS-1.8-07092019-W","NITROGEN, NITRATE (AS N)",2019-07-09 12:00:00,"14797-55-8","T",0.572,"mg/l",NA,"mg/l",0.01,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.8","13-PATS-1.8-07092019-W","NITROGEN, NITRITE",2019-07-09 12:00:00,"14797-65-0","T",0.011,"mg/l",0.007,"mg/l",0.01,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.8","13-PATS-1.8-07092019-W","PHOSPHORUS, TOTAL (AS P)",2019-07-09 12:00:00,"7723-14-0","T",0.0426,"mg/l",0.0036,"mg/l",0.005,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.8","13-PATS-1.8-07092019-W","Silver",2019-07-09 12:00:00,"7440-22-4","T",NA,"ug/l",0.15,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.8","13-PATS-1.8-07092019-W","TURBIDITY",2019-07-09 12:00:00,"TURB","T",7.95,"ntu",0.06,"ntu",0.1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.8","13-PATS-1.8-07092019-W","Zinc",2019-07-09 12:00:00,"7440-66-6","T",4.5,"ug/l",2.5,"ug/l",5,"J","J","estimated value due to lab error",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.8","13-PATS-1.8-08152019-W","ALKALINITY, TOTAL (AS CaCO3)",2019-08-15 12:00:00,"ALK","T",199,"mg/l",1.8,"mg/l",2,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.8","13-PATS-1.8-08152019-W","Aluminum",2019-08-15 12:00:00,"7429-90-5","T",64.6,"ug/l",2.3,"ug/l",10,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.8","13-PATS-1.8-08152019-W","Arsenic",2019-08-15 12:00:00,"7440-38-2","T",1.2,"ug/l",0.32,"ug/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.8","13-PATS-1.8-08152019-W","Cadmium",2019-08-15 12:00:00,"7440-43-9","T",NA,"ug/l",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.8","13-PATS-1.8-08152019-W","Calcium",2019-08-15 12:00:00,"7440-70-2","T",98000,"ug/l",110,"ug/l",1000,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.8","13-PATS-1.8-08152019-W","CHLORIDE (AS CL)",2019-08-15 12:00:00,"16887-00-6","T",307,"mg/l",5,"mg/l",20,"","R","Accuracy error",2020-02-18
"Chlorophyll pull 2020-02-18","13-PATS-1.8","13-PATS-1.8-08152019-W","Chlorophyll A",2019-08-15 12:00:00,"479-61-8","T",3.58,"ug/l",NA,"ug/l",0.16,"","A","",2020-02-18
