"EVENT_ID","SITE_ID","COLL_DATE","CREW","TEMP","PERCENT_SAT","DO","COND","SALINITY","PH","Chl_ugL","Chl_RFU","PC_ugL","PC_RFU","WATER_CHEM_COLLECT","CHEM_SAMP_LOC","EQUIP_USED","LANDUSE","W_DEPTH","W_WIDTH","CUR_SPD","CANOPY","ALGAE_D","ALGAE_S","ALGAE_FIL","BOTTOM_TYPE","DOM_SUBSTRATE","Project_name","SiteID","sys_sample_code","SDG","chemical_name","sample_date","cas_rn","fraction","result_value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","qaqc_date","sample_date2","Project"
"09-RAQU-21.9_2019-09-11","09-RAQU-21.9",2019-09-11,"Conine,Stoll","20.2","101.8","9.22","58.6","0.03","7.45",2.1,"0.46","0","0","X","Waded","Bottle","Residential","-9999","30","30","30","20","N","N",NA,NA,"Chlorophyll pull 2020-02-25","09-RAQU-21.9","09-RAQU-21.9-09112019-W","R1908761","Chlorophyll A",2019-09-11 15:45:00,"479-61-8","T",0.792,"ug/l",NA,"ug/l",0.042,NA,"A",NA,2020-02-25,2019-09-11,"Screening - St. Lawrence"
"09-PLUB-1.1_2019-09-11","09-PLUB-1.1",2019-09-11,"Conine,Stoll","19.1","85.2","7.88","278.8","0.13","7.78",9.7,"2.32","0.12","0.12","X","Waded","Bottle","Residential","0.1","6","20","70","20","N","N",NA,NA,"Chlorophyll pull 2020-02-25","09-PLUB-1.1","09-PLUB-1.1-09112019-W","R1908761","Chlorophyll A",2019-09-11 14:30:00,"479-61-8","T",4.86,"ug/l",NA,"ug/l",0.15,NA,"A",NA,2020-02-25,2019-09-11,"Screening - St. Lawrence"
"09-RAQU-12.8_2019-09-11","09-RAQU-12.8",2019-09-11,"Conine,Stoll","20.1","100.2","9.1","61.4","0.03","7.33",2.7,"0.6","0","0","X","Waded","Bottle","Recreational","1.5","23","200","10","40","N","X",NA,NA,"Chlorophyll pull 2020-02-25","09-RAQU-12.8","09-RAQU-12.8-09112019-W","R1908761","Chlorophyll A",2019-09-11 13:45:00,"479-61-8","T",0.965,"ug/l",NA,"ug/l",0.04,NA,"A",NA,2020-02-25,2019-09-11,"Screening - St. Lawrence"
"09-REGI-15.8_2019-09-11","09-REGI-15.8",2019-09-11,"Conine,Stoll","18.5","99.6","9.34","71.8","0.03","7.42",5.24,"1.24","0.04","0.04","X","Waded","Bottle","Forest","0.75","30","75","10","10","N","N",NA,NA,"Chlorophyll pull 2020-02-25","09-REGI-15.8","09-REGI-15.8-09112019-W","R1908761","Chlorophyll A",2019-09-11 12:30:00,"479-61-8","T",0.484,"ug/l",NA,"ug/l",0.043,NA,"A",NA,2020-02-25,2019-09-11,"Screening - St. Lawrence"
"09-DERR-0.2_2019-09-11","09-DERR-0.2",2019-09-11,"Conine,Stoll","18","99.1","9.37","139.1","0.07","7.68",3.2,"0.74","0","0","X","Waded","Bottle","Residential","0.25","15","65","20","50","N","X",NA,NA,"Chlorophyll pull 2020-02-25","09-DERR-0.2","09-DERR-0.2-09112019-W","R1908761","Chlorophyll A",2019-09-11 11:30:00,"479-61-8","T",0.723,"ug/l",NA,"ug/l",0.042,NA,"A",NA,2020-02-25,2019-09-11,"Screening - St. Lawrence"
"09-RAQU-3.2_2019-09-11","09-RAQU-3.2",2019-09-11,"Conine,Stoll","19.2","96.7","8.93","63.3","0.03","7.25",1.9,"0.42","-0.07","-0.07","X","Waded","Bottle","Residential","1.5","25","75","10","10","N","N",NA,NA,"Chlorophyll pull 2020-02-25","09-RAQU-3.2","09-RAQU-3.2-09112019-W","R1908761","Chlorophyll A",2019-09-11 10:30:00,"479-61-8","T",0.966,"ug/l",NA,"ug/l",0.045,NA,"A",NA,2020-02-25,2019-09-11,"Screening - St. Lawrence"
"09-SAL9-1.1_2019-09-11","09-SAL9-1.1",2019-09-11,"Conine,Stoll","16.3","94.2","9.24","157.6","0.07","7.81",2.72,"0.62","0.02","0.03","X","Waded","Bottle","Residential","0.75","15","150","0","60","N","X",NA,NA,"Chlorophyll pull 2020-02-25","09-SAL9-1.1","09-SAL9-1.1-09112019-W","R1908761","Chlorophyll A",2019-09-11 09:30:00,"479-61-8","T",1.47,"ug/l",NA,"ug/l",0.17,NA,"A",NA,2020-02-25,2019-09-11,"Screening - St. Lawrence"
"09-LSAL-3.1_2019-09-11","09-LSAL-3.1",2019-09-11,"Conine,Stoll","17.8","91.7","8.71","1644.7","0.08","7.77",1.82,"0.4","0.05","0","X","Waded","Bottle","Agriculture","0.1","10","50","10","80","N","N",NA,NA,"Chlorophyll pull 2020-02-25","09-LSAL-3.1","09-LSAL-3.1-09112019-W","R1908761","Chlorophyll A",2019-09-11 08:45:00,"479-61-8","T",0.865,"ug/l",NA,"ug/l",0.042,NA,"A",NA,2020-02-25,2019-09-11,"Screening - St. Lawrence"
"09-LTRU-9.3_2019-09-12","09-LTRU-9.3",2019-09-12,"Duffy,Smith_Z","14.1","98","10","75","0.03","7.47",2.7,"0.74","0.04","-0.01","X","Waded","Bottle","Forest","0.2","20","75","30","100","N","N",NA,NA,"Chlorophyll pull 2020-02-25","09-LTRU-9.3","09-LTRU-9.3-09122019-W","R1908759","Chlorophyll A",2019-09-12 10:20:00,"479-61-8","T",1.88,"ug/l",NA,"ug/l",0.08,NA,"A",NA,2020-02-25,2019-09-12,"Screening - St. Lawrence"
"09-TROU-0.6_2019-09-12","09-TROU-0.6",2019-09-12,"Duffy,Smith_Z","15.9","97.8","9.67","161.5","0.08","7.77",2.43,"0.6","0.75","0.03","X","Waded","Bottle","Forest","0.3","30","75","60","0","N","X",NA,NA,"Chlorophyll pull 2020-02-25","09-TROU-0.6","09-TROU-0.6-09122019-W","R1908759","Chlorophyll A",2019-09-12 09:15:00,"479-61-8","T",3.05,"ug/l",NA,"ug/l",0.15,NA,"A",NA,2020-02-25,2019-09-12,"Screening - St. Lawrence"
"09-SAL9-12.1_2019-09-12","09-SAL9-12.1",2019-09-12,"Duffy,Smith_Z","16","99.8","9.85","149","0.07","7.71",1.19,"0.31","0.61","0.03","X","Waded","Bottle","Agriculture","0.2","30","80","40","100","N","N",NA,NA,"Chlorophyll pull 2020-02-25","09-SAL9-12.1","09-SAL9-12.1-09122019-W","R1908759","Chlorophyll A",2019-09-12 08:00:00,"479-61-8","T",4.43,"ug/l",NA,"ug/l",0.15,NA,"A",NA,2020-02-25,2019-09-12,"Screening - St. Lawrence"
"09-GRAS-55.5_2019-09-11","09-GRAS-55.5",2019-09-11,"Duffy,Smith_Z","19.2","101","9.33","60","0.03","7.09",1.7,"0.46","0.6","0.01","X","Waded","Bottle","Forest","0.3","50","80","20","100","N","N",NA,NA,"Chlorophyll pull 2020-02-25","09-GRAS-55.5","09-GRAS-55.5-09112019-W","R1908759","Chlorophyll A",2019-09-11 16:30:00,"479-61-8","T",0.273,"ug/l",NA,"ug/l",0.039,NA,"A",NA,2020-02-25,2019-09-11,"Screening - St. Lawrence"
"09-CEDL-0.1_2019-09-11","09-CEDL-0.1",2019-09-11,"Duffy,Smith_Z","16.3","11","1","344","0.17","6.72",0.72,"0.25","0.5","0.06","X","Waded","Bottle","Agriculture","1","4","5","0","100","X","X","Very_Soft","Silt","Chlorophyll pull 2020-02-25","09-CEDL-0.1","09-CEDL-0.1-09112019-W","R1908759","Chlorophyll A",2019-09-11 15:10:00,"479-61-8","T",2.31,"ug/l",NA,"ug/l",0.15,NA,"A",NA,2020-02-25,2019-09-11,"Screening - St. Lawrence"
"09-RORC-0.1_2019-09-12","09-RORC-0.1",2019-09-12,"Lemley,Vanvessum","11","98.3","10.84","138.2","0.07","7.88",1.21,"0.33","0.41","0.45","X","Waded","Bottle","Forest","0.2","3","100","90","40","N","N",NA,NA,"Chlorophyll pull 2020-02-25","09-RORC-0.1","09-RORC-0.1-09122019-W","R1908762","Chlorophyll A",2019-09-12 12:00:00,"479-61-8","T",0.378,"ug/l",NA,"ug/l",0.039,NA,"A",NA,2020-02-25,2019-09-12,"Screening - St. Lawrence"
"09-DEVE-1.8_2019-09-12","09-DEVE-1.8",2019-09-12,"Lemley,Vanvessum","14.5","97.4","9.92","97.6","0.05","7.68",2.39,"0.65","0.27","0.32","X","Waded","Bottle","Forest","0.25","4","50","90","80","N","N",NA,NA,"Chlorophyll pull 2020-02-25","09-DEVE-1.8","09-DEVE-1.8-09122019-W","R1908762","Chlorophyll A",2019-09-12 10:30:00,"479-61-8","T",0.541,"ug/l",NA,"ug/l",0.043,NA,"A",NA,2020-02-25,2019-09-12,"Screening - St. Lawrence"
"09-REGI-64.0_2019-09-12","09-REGI-64.0",2019-09-12,"Lemley,Vanvessum","16.5","94","9.18","56.3","0.03","7.47",2.8,"0.73","0.24","0.27","X","Waded","Bottle","Forest","-9999","15","150","40","0","N","N",NA,NA,"Chlorophyll pull 2020-02-25","09-REGI-64.0","09-REG1-64.0-09122019-W","R1908762","Chlorophyll A",2019-09-12 08:45:00,"479-61-8","T",0.954,"ug/l",NA,"ug/l",0.041,NA,"A",NA,2020-02-25,2019-09-12,"Screening - St. Lawrence"
"09-FSCR-1.0_2019-06-25","09-FSCR-1.0",2019-06-25,"Kraft,Onion","21.7","51.9","4.61","215.9","0.1","7.17",8.19,"1.92","0.16","0.17","X","Bridge","Kemmerer","Forest","-9999","10","-9999",NA,NA,"X","X",NA,NA,"Chlorophyll pull 2020-02-25","09-FSCR-1.0","09-FSCR-1.0-06252019-W","R1905962","Chlorophyll A",2019-06-25 10:30:00,"479-61-8","T",1.92,"ug/l",NA,"ug/l",0.12,NA,"A",NA,2020-02-25,2019-06-25,"Black Lake RAS"
"09-HAMM-1.9_2019-06-25","09-HAMM-1.9",2019-06-25,"Kraft,Onion","23","75.7","6.51","705","0.34","7.6",18.82,"4.3","0.83","0.84","X","Waded","Depth_Integrated","Residential","-9999","2.75","-9999","-9999","-9999",NA,NA,NA,NA,"Chlorophyll pull 2020-02-25","09-HAMM-1.9","09-HAMM-1.9-06252019-W","R1905962","Chlorophyll A",2019-06-25 15:30:00,"479-61-8","T",25.1,"ug/l",NA,"ug/l",1.9,NA,"A",NA,2020-02-25,2019-06-25,"Black Lake RAS"
"09-BLAH-4.2_2019-06-25","09-BLAH-4.2",2019-06-25,"Kraft,Onion","21.5","28.3","2.49","186.5","0.09","6.77",3.06,"0.7","0.11","0.12","X","Bridge","Kemmerer","Wetland","-9999","15","-9999","-9999","-9999",NA,NA,NA,NA,"Chlorophyll pull 2020-02-25","09-BLAH-4.2","09-BLAH-4.2-06252019-W","R1905962","Chlorophyll A",2019-06-25 14:30:00,"479-61-8","T",1.34,"ug/l",NA,"ug/l",0.096,NA,"A",NA,2020-02-25,2019-06-25,"Black Lake RAS"
"09-GRAC-0.8_2019-06-25","09-GRAC-0.8",2019-06-25,"Kraft,Onion","21.9","40.4","3.53","146.7","0.07","6.99",3.08,"0.75","0.06","0.07","X","Waded","Depth_Integrated","Wetland","1.2","3.3","-9999","10","10","N","X",NA,NA,"Chlorophyll pull 2020-02-25","09-GRAC-0.8","09-GRAC-0.8-06252019-W","R1905962","Chlorophyll A",2019-06-25 12:35:00,"479-61-8","T",3.43,"ug/l",NA,"ug/l",0.2,NA,"A",NA,2020-02-25,2019-06-25,"Black Lake RAS"
"09-INDN-2.0_2019-06-25","09-INDN-2.0",2019-06-25,"Kraft,Onion","21.4","84.2","7.44","138.3","0.06","7.18",2.9,"0.64","0.06","0.05","X","Bridge","Kemmerer","Residential","-9999","30","-9999","-9999","-9999",NA,NA,NA,NA,"Chlorophyll pull 2020-02-25","09-INDN-2.0","09-INDN-2.0-06252019-W","R1905962","Chlorophyll A",2019-06-25 11:30:00,"479-61-8","T",1.11,"ug/l",NA,"ug/l",0.12,NA,"A",NA,2020-02-25,2019-06-25,"Black Lake RAS"
"09-BLAH-4.2_2019-07-23","09-BLAH-4.2",2019-07-23,"Lojpersberger,Kraft","22.4","9.4","0.82","192","0.09","6.58",2.84,"0.74","0.21","0.07","X","Bridge","Depth_Integrated","Wetland","2.2","15","-9999","-9999","-9999",NA,NA,NA,NA,"Chlorophyll pull 2020-02-25","09-BLAH-4.2","09-BLAH-4.2-07232019-W","R1906908","Chlorophyll A",2019-07-23 11:45:00,"479-61-8","T",2.51,"ug/l",NA,"ug/l",0.13,NA,"A",NA,2020-02-25,2019-07-23,"Black Lake RAS"
"09-GRAC-0.8_2019-07-23","09-GRAC-0.8",2019-07-23,"Kraft,Lojpersberger","21.4","32.2","2.79","187.4","0.09","6.88",2.67,"0.64","0.38","0.16","X","Waded","Depth_Integrated","Wetland","1","4","-9999","-9999","-9999",NA,NA,NA,NA,"Chlorophyll pull 2020-02-25","09-GRAC-0.8","09-GRAC-0.8-07232019-W","R1906908","Chlorophyll A",2019-07-23 10:34:00,"479-61-8","T",2.07,"ug/l",NA,"ug/l",0.099,NA,"A",NA,2020-02-25,2019-07-23,"Black Lake RAS"
"09-FSCR-1.0_2019-07-23","09-FSCR-1.0",2019-07-23,"Kraft,Lojpersberger","21.9","25.9","2.23","270.4","0.12","6.97",7.5,"1.92","0.45","0.16","X","Bridge","Kemmerer","Forest","-9999","20","-9999","10","-9999",NA,NA,NA,NA,"Chlorophyll pull 2020-02-25","09-FSCR-1.0","09-FSCR-1.0-07232019-W","R1906908","Chlorophyll A",2019-07-23 08:30:00,"479-61-8","T",3.91,"ug/l",NA,"ug/l",0.14,NA,"A",NA,2020-02-25,2019-07-23,"Black Lake RAS"
"09-INDN-2.0_2019-07-23","09-INDN-2.0",2019-07-23,"Kraft,Lojpersberger","24.6","87.6","7.28","189.5","0.09","7.28",0.54,"0.49","0.08","0.07","X","Bridge","Pail","Residential","2.5","60","-9999","-9999","-9999",NA,NA,NA,NA,"Chlorophyll pull 2020-02-25","09-INDN-2.0","09-INDN-2.0-07232019-W","R1906908","Chlorophyll A",2019-07-23 09:30:00,"479-61-8","T",0.979,"ug/l",NA,"ug/l",0.039,NA,"A",NA,2020-02-25,2019-07-23,"Black Lake RAS"
"09-HAMM-1.9_2019-08-27","09-HAMM-1.9",2019-08-27,"Conine,Kraft","16.7","20.2","1.9","1071","0.53","7.53",171.65,"41.13","13.75","12.65","X","Waded","Bottle",NA,"-9999","-9999","-9999","-9999","-9999",NA,NA,NA,NA,"Chlorophyll pull 2020-02-25","09-HAMM-1.9","09-HAMM-1.9-08272019-W","R1908225","Chlorophyll A",2019-08-27 11:50:00,"479-61-8","T",35.7,"ug/l",NA,"ug/l",1.4,NA,"A",NA,2020-02-25,2019-08-27,"Black Lake RAS"
"09-BLAH-4.2_2019-08-27","09-BLAH-4.2",2019-08-27,"Conine,Kraft","18.7","11.7","1.06","191.6","0.09","6.7",-5.28,"1.3","0.56","0.53","X","Bridge","Kemmerer","Wetland","-9999","15","-9999","-9999","-9999",NA,NA,NA,NA,"Chlorophyll pull 2020-02-25","09-BLAH-4.2","09-BLAH-4.2-08272019-W","R1908225","Chlorophyll A",2019-08-27 11:00:00,"479-61-8","T",5.55,"ug/l",NA,"ug/l",0.24,NA,"R","Equipment Blank error",2020-02-25,2019-08-27,"Black Lake RAS"
"09-GRAC-0.8_2019-08-27","09-GRAC-0.8",2019-08-27,"Kraft,Conine","16.5","22.2","1.92","211.5","0.1","6.88",8.9,"2.23","0.58","0.6","X","Waded","Bottle","Wetland","-9999","3","-9999","-9999","-9999",NA,NA,NA,NA,"Chlorophyll pull 2020-02-25","09-GRAC-0.8","09-GRAC-0.8-08272019-W","R1908225","Chlorophyll A",2019-08-27 10:30:00,"479-61-8","T",NA,"ug/l",NA,"ug/l",0.1,"U","U","Analyte was analyzed for but not detected",2020-02-25,2019-08-27,"Black Lake RAS"
"09-INDN-2.0_2019-08-27","09-INDN-2.0",2019-08-27,"Conine,Kraft","21.9","94.9","8.3","334.4","0.16","7.79",2.6,"0.65","0.15","0.16","X","Bridge","Kemmerer","Residential","-9999","30","-9999","-9999","-9999",NA,NA,NA,NA,"Chlorophyll pull 2020-02-25","09-INDN-2.0","09-INDN-2.0-08272019-W","R1908225","Chlorophyll A",2019-08-27 09:37:00,"479-61-8","T",2.22,"ug/l",NA,"ug/l",0.081,NA,"R","Equipment Blank error",2020-02-25,2019-08-27,"Black Lake RAS"
"09-FSCR-1.0_2019-08-27","09-FSCR-1.0",2019-08-27,"Kraft,Conine","20.4","46.9","4.2","274.6","0.13","7.27",11.82,"2.83","1","0.95","X","Bridge","Kemmerer","Forest","-9999","12","-9999","-9999","-9999",NA,NA,NA,NA,"Chlorophyll pull 2020-02-25","09-FSCR-1.0","09-FSCR-1.0-08272019-W","R1908225","Chlorophyll A",2019-08-27 08:53:00,"479-61-8","T",16.1,"ug/l",NA,"ug/l",0.79,NA,"J","estimated value due to Equipment Blank error",2020-02-25,2019-08-27,"Black Lake RAS"
"07-SKAT_T5-0.1_2019-06-18","07-SKAT_T5-0.1",2019-06-18,"Clinkhammer,Lemley,Other","13.9","93.4","9.63","452.4","0.22","8.04",0.5,"0.18","0","0","X","Waded","Bottle","Residential","0.1","1.5","40","80","10","N","N",NA,NA,"Chlorophyll pull 2020-02-25","07-SKAT_T5-0.1","07-SKAT_T5-0.1-06182019-W","R1905658","Chlorophyll A",2019-06-18 09:00:00,"479-61-8","T",1.65,"ug/l",NA,"ug/l",0.039,NA,"A",NA,2020-02-25,2019-06-18,"Finger Lakes Adv Mon"
"07-OWLI-3.0_2019-06-18","07-OWLI-3.0",2019-06-18,"Clinkhammer,Lemley,Other","17.2","102.9","9.9","351.5","0.17","8.19",1.6,"0.22","0.14","0.25","X","Waded","Depth_Integrated","Agriculture","0.37","16.7","118.6","10","20","N","N",NA,NA,"Chlorophyll pull 2020-02-25","07-OWLI-3.0","07-OWLI-3.0-06182019-W","R1905658","Chlorophyll A",2019-06-18 15:15:00,"479-61-8","T",1.16,"ug/l",NA,"ug/l",0.038,NA,"A",NA,2020-02-25,2019-06-18,"Finger Lakes Adv Mon"
"07-GROU-1.5_2019-06-18","07-GROU-1.5",2019-06-18,"Clinkhammer,Lemley,Other","13","97.4","10.26","355.3","0.17","8.3",0.25,"0.09","0.05","0.09","X","Waded","Depth_Integrated","Residential","0.21","4.3","88.09","50","20","N","N",NA,NA,"Chlorophyll pull 2020-02-25","07-GROU-1.5","07-GROU-1.5-06182019-W","R1905658","Chlorophyll A",2019-06-18 14:00:00,"479-61-8","T",2.29,"ug/l",NA,"ug/l",0.078,NA,"A",NA,2020-02-25,2019-06-18,"Finger Lakes Adv Mon"
"07-BSWP-0.1_2019-06-18","07-BSWP-0.1",2019-06-18,"Clinkhammer,Lemley,Other","18.3","95.6","9","162.7","0.08","8.11",1.6,"0.4","0.04","0.06","X","Waded","Depth_Integrated","Forest","0.43","3.6","104.2","90","10","N","N",NA,NA,"Chlorophyll pull 2020-02-25","07-BSWP-0.1","07-BSWP-0.1-06182019-W","R1905658","Chlorophyll A",2019-06-18 13:00:00,"479-61-8","T",0.979,"ug/l",NA,"ug/l",0.039,NA,"A",NA,2020-02-25,2019-06-18,"Finger Lakes Adv Mon"
"07-SKAT_T2-0.1_2019-06-18","07-SKAT_T2-0.1",2019-06-18,"Clinkhammer,Lemley,Other","16.3","93.3","9.14","586","0.29","8.08",1.34,"0.37","0","0","X","Waded","Depth_Integrated","Residential","0.21","5.5","15.2","50","10","N","X",NA,NA,"Chlorophyll pull 2020-02-25","07-SKAT_T2-0.1","07-SKAT_T2-0.1-06182019-W","R1905658","Chlorophyll A",2019-06-18 10:00:00,"479-61-8","T",0.782,"ug/l",NA,"ug/l",0.04,NA,"A",NA,2020-02-25,2019-06-18,"Finger Lakes Adv Mon"
"07-SKAT_T89-0.2_2019-06-18","07-SKAT_T89-0.2",2019-06-18,"Clinkhammer,Lemley,Other","15.4","97.3","9.72","554","0.27","8.13",0.56,"0.21","0","0","X","Waded","Depth_Integrated","Residential","0.9","4.2","39","80","0","N","N",NA,NA,"Chlorophyll pull 2020-02-25","07-SKAT_T89-0.2","07-SKAT_T89-0.2-06182019-W","R1905658","Chlorophyll A",2019-06-18 12:00:00,"479-61-8","T",0.636,"ug/l",NA,"ug/l",0.039,NA,"A",NA,2020-02-25,2019-06-18,"Finger Lakes Adv Mon"
"07-SKAT_T93a-0.5_2019-06-18","07-SKAT_T93a-0.5",2019-06-18,"Clinkhammer,Lemley,Other","17.5","87.6","8.36","569","0.28","7.9",1.73,"0.47","0","0","X","Waded","Bottle","Residential","0.24","2.13","35","80","10","N","N",NA,NA,"Chlorophyll pull 2020-02-25","07-SKAT_T93a-0.5","07-SKAT_T93A-0.1-06182019-W","R1905658","Chlorophyll A",2019-06-18 11:15:00,"479-61-8","T",1.86,"ug/l",NA,"ug/l",0.076,NA,"A",NA,2020-02-25,2019-06-18,"Finger Lakes Adv Mon"
"07-KASH-0.3_2019-06-20","07-KASH-0.3",2019-06-20,"McCaffrey,Lemley,Other","19","96.5","8.96","308.7","0.15","8.01",23.35,"5.82","2.6","2.7","X","Waded","Pole_Grab","Residential","-5","-5","-5","20","0","N","N",NA,NA,"Chlorophyll pull 2020-02-25","07-KASH-0.3","07-KASH-0.3-06202019-W","R1905831","Chlorophyll A",2019-06-20 15:30:00,"479-61-8","T",12.7,"ug/l",NA,"ug/l",0.83,NA,"A",NA,2020-02-25,2019-06-20,"Finger Lakes Adv Mon"
"07-BGST-0.1_2019-06-20","07-BGST-0.1",2019-06-20,"Lemley,McCaffrey,Other","18.9","101.7","9.51","189.2","0.09","8.02",14.28,"2.95","2.04","2.06","X","Waded","Pole_Grab","Residential","-5","-5","-5","40","0","N","N",NA,NA,"Chlorophyll pull 2020-02-25","07-BGST-0.1","07-BGST-0.1-06202019-W","R1905831","Chlorophyll A",2019-06-20 13:45:00,"479-61-8","T",3.53,"ug/l",NA,"ug/l",0.31,NA,"A",NA,2020-02-25,2019-06-20,"Finger Lakes Adv Mon"
"07-GLNK-0.2_2019-06-20","07-GLNK-0.2",2019-06-20,"McCaffrey,Lemley,Other","18","98.2","9.31","213.8","0.1","8.21",3.65,"0.92","0.28","0.24","X","Bridge","Depth_Integrated","Residential","-5","-5","-5","0","0","N","N",NA,NA,"Chlorophyll pull 2020-02-25","07-GLNK-0.2","07-GLNK-0.2-06202019-W","R1905831","Chlorophyll A",2019-06-20 12:15:00,"479-61-8","T",3.45,"ug/l",NA,"ug/l",0.49,NA,"A",NA,2020-02-25,2019-06-20,"Finger Lakes Adv Mon"
"07-CATH-0.6_2019-06-20","07-CATH-0.6",2019-06-20,"McCaffrey,Lemley,Other","18.8","95.9","8.92","442.6","0.21","8.11",2.31,"0.62","0.07","0.11","X","Waded","Depth_Integrated","Recreational","0.35","10","50","20","0","N","N",NA,NA,"Chlorophyll pull 2020-02-25","07-CATH-0.6","07-CATH-0.6-06202019-W","R1905831","Chlorophyll A",2019-06-20 11:00:00,"479-61-8","T",0.81,"ug/l",NA,"ug/l",0.16,NA,"A",NA,2020-02-25,2019-06-20,"Finger Lakes Adv Mon"
"07-THOL-1.8_2019-06-20","07-THOL-1.8",2019-06-20,NA,"16.4","94.1","9.21","118.2","0.06","7.83",7.75,"1.97","1.08","1.17","X","Bridge","Pole_Grab","Residential","-5","-5","-5","30","0","N","N",NA,NA,"Chlorophyll pull 2020-02-25","07-THOL-1.8","07-THOL-1.8-06202019-W","R1905831","Chlorophyll A",2019-06-20 09:45:00,"479-61-8","T",7.81,"ug/l",NA,"ug/l",0.78,NA,"A",NA,2020-02-25,2019-06-20,"Finger Lakes Adv Mon"
"07-CTLE-0.1_2019-06-19","07-CTLE-0.1",2019-06-19,"McCaffrey,Lemley,Other","18.4","96","8.99","916","0.45","8.37",2.11,"0.57","0.03","0.07","X","Waded","Depth_Integrated","Residential","0.16","2","36","0","-5","N","X",NA,NA,"Chlorophyll pull 2020-02-25","07-CTLE-0.1","07-MASH-0.1-06192019-W","R1905658","Chlorophyll A",2019-06-19 14:30:00,"479-61-8","T",0.65,"ug/l",NA,"ug/l",0.038,NA,"A",NA,2020-02-25,2019-06-19,"Finger Lakes Adv Mon"
"07-KEUK-0.1_2019-06-19","07-KEUK-0.1",2019-06-19,"McCaffrey,Lemley,Other","22.5","98.9","8.55","387.8","0.19","8.37",0.41,"0.14","0","0","X","Waded","Depth_Integrated","Agriculture","0.4","12","100","20","0","N","N",NA,NA,"Chlorophyll pull 2020-02-25","07-KEUK-0.1","07-KEUK-0.1-06192019-W","R1905658","Chlorophyll A",2019-06-19 16:00:00,"479-61-8","T",1.47,"ug/l",NA,"ug/l",0.078,NA,"A",NA,2020-02-25,2019-06-19,"Finger Lakes Adv Mon"
"07-REED-0.1_2019-06-19","07-REED-0.1",2019-06-19,"McCaffrey,Lemley,Other","19.4","92.7","8.52","649","0.32","8.33",1.7,"0.45","0.02","0.05","X","Waded","Depth_Integrated","Forest","0.3","3","15","50","0","N","X",NA,NA,"Chlorophyll pull 2020-02-25","07-REED-0.1","07-REED-0.1-06192019-W","R1905658","Chlorophyll A",2019-06-19 13:30:00,"479-61-8","T",1.63,"ug/l",NA,"ug/l",0.078,NA,"A",NA,2020-02-25,2019-06-19,"Finger Lakes Adv Mon"
"07-VENE-1.5_2019-06-19","07-VENE-1.5",2019-06-19,"Prestigiacomo,Lemley,Other","17.7","107.3","10.2","714","0.35","8.18",3.2,"0.86","0.03","0.1","X","Waded","Bottle","Agriculture","0.2","0.2","0.15","50","10","N","X",NA,NA,"Chlorophyll pull 2020-02-25","07-VENE-1.5","07-VENE-0.3-06192019-W","R1905658","Chlorophyll A",2019-06-19 12:00:00,"479-61-8","T",3.3,"ug/l",NA,"ug/l",0.16,NA,"A",NA,2020-02-25,2019-06-19,"Finger Lakes Adv Mon"
"07-OWAL_T46-0.1_2019-06-19","07-OWAL_T46-0.1",2019-06-19,"Prestigiacomo,Lemley,Other","15.4","95.2","9.51","535","0.26","8.13",0.1,"0.05","0","0","X","Waded","Bottle","Residential","0.08","1.3","28.4","40","0","N","X",NA,NA,"Chlorophyll pull 2020-02-25","07-OWAL_T46-0.1","07-OWAL_T46-0.1-06192019-W","R1905658","Chlorophyll A",2019-06-19 10:45:00,"479-61-8","T",0.376,"ug/l",NA,"ug/l",0.039,NA,"A",NA,2020-02-25,2019-06-19,"Finger Lakes Adv Mon"
"07-OWAL_T9-0.1_2019-06-19","07-OWAL_T9-0.1",2019-06-19,"Prestigiacomo,Other,Lemley","15.1","95.5","9.6","594","0.29","8.34",0.5,"0.16","0","0","X","Waded","Bottle","Residential","0.4","1.5","25.6","60","0","N","X",NA,NA,"Chlorophyll pull 2020-02-25","07-OWAL_T9-0.1","07-OWAL_T9-0.1-06192019-W","R1905658","Chlorophyll A",2019-06-19 09:30:00,"479-61-8","T",0.856,"ug/l",NA,"ug/l",0.08,NA,"A",NA,2020-02-25,2019-06-19,"Finger Lakes Adv Mon"
"07-DUCH-0.3_2019-06-19","07-DUCH-0.3",2019-06-19,"Prestigiacomo,Lemley,Other","16.9","97.1","9.39","459.6","0.22","8.16",0.66,"0.22","0","0.04","X","Waded","Depth_Integrated","Agriculture","0.5","7.5","-5","10","20","N","X",NA,NA,"Chlorophyll pull 2020-02-25","07-DUCH-0.3","07-DUCH-0.3-06192019-W","R1905658","Chlorophyll A",2019-06-19 08:45:00,"479-61-8","T",1.71,"ug/l",NA,"ug/l",0.16,NA,"A",NA,2020-02-25,2019-06-19,"Finger Lakes Adv Mon"
